title,location,area,size,rooms,sqm_m2,price_VND,price_num,len(price),price_normalized,price_usd,trieu_met_vuong,usd_per_sqm,province,country
Bán nhanh căn hộ 83m² 2PN SADORA (Thủ Thiêm),District 2,83 m² - 2 PN,83 m²,2 PN,83,"6,2 tỷ",6.2,3,6200,"$271,930",74.7,$3.28,thanh pho ho chi minh,vietnam
Mở bán Căn hộ Thảo Điền Green View Sông Sài Gòn,District 2,83 m² - 2 PN,83 m²,2 PN,83,"7,5 tỷ",7.5,3,7500,"$328,947",90.36,$3.96,thanh pho ho chi minh,vietnam
CẦN BÁN CĂN PALM 2PN 85M2- CĂN GÓC- FULL NT 4.6 TỶ,District 2,85 m² - 2 PN,85 m²,2 PN,85,"4,6 tỷ",4.6,3,4600,"$201,754",54.12,$2.37,thanh pho ho chi minh,vietnam
"Giá bán Feliz 1PN: 3.59 tỷ, 2PN: 5.3 tỷ, 3PN: 6.8t",District 2,85 m² - 2 PN,85 m²,2 PN,85,"5,3 tỷ",5.3,3,5300,"$232,456",62.35,$2.73,thanh pho ho chi minh,vietnam
"Ngôp Euro, One Verandah 2PN 85m2, view xịn",District 2,85 m² - 2 PN,85 m²,2 PN,85,"5,8 tỷ",5.8,3,5800,"$254,386",68.24,$2.99,thanh pho ho chi minh,vietnam
Bán căn hộ cao cấp Sadora Đại Quang Minh giá tốt,District 2,88 m² - 2 PN,88 m²,2 PN,88,6 tỷ,6,2,6000,"$263,158",68.18,$2.99,thanh pho ho chi minh,vietnam
Cần bán gấp căn hộ 2pn Vista Verde District 2 giá tốt,District 2,90 m² - 2 PN,90 m²,2 PN,90,"5,5 tỷ",5.5,3,5500,"$241,228",61.11,$2.68,thanh pho ho chi minh,vietnam
Căn hộ cao cấp Empice và Masteri Thảo Điền,District 2,90 m² - 2 PN,90 m²,2 PN,90,10 tỷ,10,3,10000,"$438,596",111.11,$4.87,thanh pho ho chi minh,vietnam
Chính chủ bán CC Petro Landmark District 2 VIEW HỒ BƠI,District 2,94.52 m² - 2 PN,94.52 m²,2 PN,95,"2,85 tỷ",2.85,4,2850,"$125,000",30.15,$1.32,thanh pho ho chi minh,vietnam
"Bán căn 2PN tháp Orchid lầu cao, 5ty100 suất NN",District 2,98 m² - 2 PN,98 m²,2 PN,98,"5,1 tỷ",5.1,3,5100,"$223,684",52.04,$2.28,thanh pho ho chi minh,vietnam
Bán chung cư An Phú  dt 73m 3 pn chỉ 2ty200,District 2,73 m² - 3 PN,73 m²,3 PN,73,"2,1 tỷ",2.1,3,2100,"$92,105",28.77,$1.26,thanh pho ho chi minh,vietnam
"Bán CH 3PN, full NT đẹp, DT 80m2, giá 6 tỉ bao phí",District 2,76.96 m² - 3 PN,76.96 m²,3 PN,77,6 tỷ,6,2,6000,"$263,158",77.96,$3.42,thanh pho ho chi minh,vietnam
Căn hộ The CBD căn góc 3PN lô A Tặng NT hỗ trợ Va,District 2,80 m² - 3 PN,80 m²,3 PN,80,"3,2 tỷ",3.2,3,3200,"$140,351",40,$1.75,thanh pho ho chi minh,vietnam
CẦN BÁN NHÀ Q2 ĐƯỜNG CAO ĐỨC LÂN,District 2,80 m² - 3 PN,80 m²,3 PN,80,"3,2 tỷ",3.2,3,3200,"$140,351",40,$1.75,thanh pho ho chi minh,vietnam
Cần tiền gấp bán 3PN Newcity District 2 full nội th,District 2,86 m² - 3 PN,86 m²,3 PN,86,"5,2 tỷ",5.2,3,5200,"$228,070",60.47,$2.65,thanh pho ho chi minh,vietnam
"Bán căn hộ Centana 3 phòng ngủ - 88m2, giá 3,4 tỷ",District 2,88 m² - 3 PN,88 m²,3 PN,88,"3,4 tỷ",3.4,3,3400,"$149,123",38.64,$1.69,thanh pho ho chi minh,vietnam
"CĂN HỘ CENTANA 3PN, 2WC, NỘI THẤT CƠ BẢN, 88m2",District 2,88 m² - 3 PN,88 m²,3 PN,88,"3,5 tỷ",3.5,3,3500,"$153,509",39.77,$1.74,thanh pho ho chi minh,vietnam
"Căn hộ District 2 Laastoria 3pn giá 2,850 tỷ",District 2,89 m² - 3 PN,89 m²,3 PN,89,"2,85 tỷ",2.85,4,2850,"$125,000",32.02,$1.40,thanh pho ho chi minh,vietnam
Chung cư An Hòa 90m² 3 PN- SHR- giá tốt. An Phú-Q2,District 2,90 m² - 3 PN,90 m²,3 PN,90,"3,45 tỷ",3.45,4,3450,"$151,316",38.33,$1.68,thanh pho ho chi minh,vietnam
BÁN 3PN GÓC 4.330 TỶ THE SUN AVENUE Q2 TP THU DUC,District 2,90 m² - 3 PN,90 m²,3 PN,90,"4,35 tỷ",4.35,4,4350,"$190,789",48.33,$2.12,thanh pho ho chi minh,vietnam
"Căn hộ Masteri Thảo Điền Q2, 3PN, 92m2 căn góc",District 2,92 m² - 3 PN,92 m²,3 PN,92,"5,93 tỷ",5.93,4,5930,"$260,088",64.46,$2.83,thanh pho ho chi minh,vietnam
Bán gấp 3pn 94m2 - 4.5 tỷ  Lương Định Của District 2,District 2,94 m² - 3 PN,94 m²,3 PN,94,"4,5 tỷ",4.5,3,4500,"$197,368",47.87,$2.10,thanh pho ho chi minh,vietnam
3PN VIEW TRỌN SÔNG SG THE SUN AVENUE CĂN GÓC 5.2 Y,District 2,95 m² - 3 PN,95 m²,3 PN,95,"5,2 tỷ",5.2,3,5200,"$228,070",54.74,$2.40,thanh pho ho chi minh,vietnam
BÁN CĂN HỘ 3PN GIÁ TỐT THỊ TRƯỜNG THE SUN AVENUE,District 2,96 m² - 3 PN,96 m²,3 PN,96,"5,15 tỷ",5.15,4,5150,"$225,877",53.65,$2.35,thanh pho ho chi minh,vietnam
BÁN RẺ HƠN GIÁ THỊ TRƯỜNG CĂN 96M2 THE SUN AVENUE,District 2,96 m² - 3 PN,96 m²,3 PN,96,"5,2 tỷ",5.2,3,5200,"$228,070",54.17,$2.38,thanh pho ho chi minh,vietnam
CENTANA TT CẦN BÁN GẤP 97M2 -3PN GIÁ BÁN 4.63 TỶ,District 2,97 m² - 3 PN,97 m²,3 PN,97,"4,63 tỷ",4.63,4,4630,"$203,070",47.73,$2.09,thanh pho ho chi minh,vietnam
Căn góc đẹp homyland3,District 2,99 m² - 3 PN,99 m²,3 PN,99,"6,5 tỷ",6.5,3,6500,"$285,088",65.66,$2.88,thanh pho ho chi minh,vietnam
BÁN GẤP CH 3PN VIEW SÔNG  MASTERI TĐ GIÁ 6TY750,District 2,100 m² - 3 PN,100 m²,3 PN,100,"6,75 tỷ",6.75,4,6750,"$296,053",67.5,$2.96,thanh pho ho chi minh,vietnam
MUA CĂN HỘ GIÁ GỐC CĐT TT Q2. QUÀ TẶNG 370 TRIỆU.,District 2,101 m² - 3 PN,101 m²,3 PN,101,"1,8 tỷ",1.8,3,1800,"$78,947",17.82,$0.78,thanh pho ho chi minh,vietnam
1.8 TỶ SỞ HỮU NHÀ ĐẸP PRECIA TẶNG KHỦNG 250 TRIỆU,District 2,101 m² - 3 PN,101 m²,3 PN,101,"1,8 tỷ",1.8,3,1800,"$78,947",17.82,$0.78,thanh pho ho chi minh,vietnam
TẶNG NỘI THẤT 200TR+2 NĂM PHÍ QL KHI MUA PRECIA Q2,District 2,101 m² - 3 PN,101 m²,3 PN,101,"3,28 tỷ",3.28,4,3280,"$143,860",32.48,$1.42,thanh pho ho chi minh,vietnam
C/khấu ngay 370 TRIỆU khi mua c/Hộ Precia 3PN Q.2,District 2,101 m² - 3 PN,101 m²,3 PN,101,"5,97 tỷ",5.97,4,5970,"$261,842",59.11,$2.59,thanh pho ho chi minh,vietnam
ĐỘC NHẤT CĂN ĐẸP PRECIA THỤ HƯỞNG TOÀN BỘ TIỆN ÍCH,District 2,101 m² - 3 PN,101 m²,3 PN,101,"5,974 tỷ",5.974,5,5974,"$262,018",59.15,$2.59,thanh pho ho chi minh,vietnam
căn hộ 3PN dự án Precia,District 2,101 m² - 3 PN,101 m²,3 PN,101,"6,25 tỷ",6.25,4,6250,"$274,123",61.88,$2.71,thanh pho ho chi minh,vietnam
CĂN HỘ 109M2 3 PHÒNG NGỦ - NỘI THẤT NHƯ HÌNH,District 2,109 m² - 3 PN,109 m²,3 PN,109,"5,7 tỷ",5.7,3,5700,"$250,000",52.29,$2.29,thanh pho ho chi minh,vietnam
BÁN CĂN HỘ 3PN IMPERIA AN PHÚ District 2,District 2,115 m² - 3 PN,115 m²,3 PN,115,"5,4 tỷ",5.4,3,5400,"$236,842",46.96,$2.06,thanh pho ho chi minh,vietnam
CĂN HỘ 3PN & 2WC ĐẢO KIM CƯƠNG Q. 2 117M2,District 2,117 m² - 3 PN,117 m²,3 PN,117,"10,5 tỷ",10.5,4,10500,"$460,526",89.74,$3.94,thanh pho ho chi minh,vietnam
"Bán căn hộ Sadora Q.2, 120m² 3PN, giá 9.05 tỷ",District 2,120 m² - 3 PN,120 m²,3 PN,120,"9,05 tỷ",9.5,3,9500,"$416,667",79.17,$3.47,thanh pho ho chi minh,vietnam
CĂN HỘ CAO CẤP SADORA - 120m2 -3P - GÍA 12 TỶ,District 2,120 m² - 3 PN,120 m²,3 PN,120,12 tỷ,12,3,12000,"$526,316",100,$4.39,thanh pho ho chi minh,vietnam
Về quê định cư bán gấp Bán căn hộ CC The Estella,District 2,124 m² - 3 PN,124 m²,3 PN,124,"7,3 tỷ",7.3,3,7300,"$320,175",58.87,$2.58,thanh pho ho chi minh,vietnam
MUA BÁN CHÍNH CHỦ-BÁN CĂN HỘ 3 PHÒNG NGỦ VIEW SÔNG,District 2,124 m² - 3 PN,124 m²,3 PN,124,11 tỷ,11,3,11000,"$482,456",88.71,$3.89,thanh pho ho chi minh,vietnam
căn hộ cao cấp EMPIRE CiTy 127m2 THỦ THIÊM District 2,District 2,127 m² - 3 PN,127 m²,3 PN,127,16 tỷ,16,3,16000,"$701,754",125.98,$5.53,thanh pho ho chi minh,vietnam
IMPERIA - BÁN GẤP CĂN HỘ 3PN,District 2,131 m² - 3 PN,131 m²,3 PN,131,"5,7 tỷ",5.7,3,5700,"$250,000",43.51,$1.91,thanh pho ho chi minh,vietnam
Cần bán căn Duplex penthouse Precia District 2.,District 2,142 m² - 3 PN,142 m²,3 PN,142,"9,988 tỷ",9.988,5,9988,"$438,070",70.34,$3.09,thanh pho ho chi minh,vietnam
CHỦ NHÀ GỬI BÁN CH 4PN MASTERI TĐ 142M2,District 2,142 m² - 4 PN,142 m²,4 PN,142,"8,1 tỷ",8.1,3,8100,"$355,263",57.04,$2.50,thanh pho ho chi minh,vietnam
Chung cư Masteri Thảo Điền 145m² 4 PN,District 2,145 m² - 4 PN,145 m²,4 PN,145,"8,1 tỷ",8.1,3,8100,"$355,263",55.86,$2.45,thanh pho ho chi minh,vietnam
"Chung Cư DT:153m, 4pn, Full nội thất, giá chỉ 3ty8",District 2,153 m² - 4 PN,153 m²,4 PN,153,"3,75 tỷ",3.75,4,3750,"$164,474",24.51,$1.07,thanh pho ho chi minh,vietnam
Căn hộ MT Nguyễn Duy Trinh DT 153m2 giá 3.75 tỷ,District 2,153 m² - 4 PN,153 m²,4 PN,153,"3,75 tỷ",3.75,4,3750,"$164,474",24.51,$1.07,thanh pho ho chi minh,vietnam
Chung cư Cao ốc Thịnh Vượng 153m² 4PN,District 2,153 m² - 4 PN,153 m²,4 PN,153,"3,85 tỷ",3.85,4,3850,"$168,860",25.16,$1.10,thanh pho ho chi minh,vietnam
Penthouse Feliz En Vista 407m² 6 PN,District 2,407 m² - 6 PN,407 m²,6 PN,407,46 tỷ,46,3,46000,"$2,017,544",113.02,$4.96,thanh pho ho chi minh,vietnam
Căn hộ Cao cấp giá rẻ ngay Trung tâm District 3,District 3,20 m² - 1 PN,20 m²,1 PN,20,"1,1 tỷ",1.1,3,1100,"$48,246",55,$2.41,thanh pho ho chi minh,vietnam
Kẹt Tài chính cần chuyển nhượng gấp!!,District 3,25 m² - 1 PN,25 m²,1 PN,25,"1,4 tỷ",1.4,3,1400,"$61,404",56,$2.46,thanh pho ho chi minh,vietnam
Căn hộ mini giá rẻ trung tâm District 3,District 3,35 m² - 1 PN,35 m²,1 PN,35,"1,5 tỷ",1.5,3,1500,"$65,789",42.86,$1.88,thanh pho ho chi minh,vietnam
"CĂN HỘ MINI District 3 GIÁ RẺ, TẶNG GÓI FULL NỘI THẤT",District 3,39 m² - 1 PN,39 m²,1 PN,39,"1,1 tỷ",1.1,3,1100,"$48,246",28.21,$1.24,thanh pho ho chi minh,vietnam
"Bán căn hộ Saigon Pavillon 1pn 55m2, full nội thất",District 3,55 m² - 1 PN,55 m²,1 PN,55,"5,3 tỷ",5.3,3,5300,"$232,456",96.36,$4.23,thanh pho ho chi minh,vietnam
"Bán lô A C/C ng thiện thuật, lô gốc lầu 1,giá 2,35",District 3,40 m² - 2 PN,40 m²,2 PN,40,"2,35 tỷ",2.35,4,2350,"$103,070",58.75,$2.58,thanh pho ho chi minh,vietnam
Chính chủ cần bán gấp căn 2PN tầng 10 full nt,District 3,57.6 m² - 2 PN,57.6 m²,2 PN,58,"5,59 tỷ",5.59,4,5590,"$245,175",97.05,$4.26,thanh pho ho chi minh,vietnam
Bán LỖ do covid 2 căn Terra Royal 58m² 2PN,District 3,58 m² - 2 PN,58 m²,2 PN,58,"4,5 tỷ",4.5,3,4500,"$197,368",77.59,$3.40,thanh pho ho chi minh,vietnam
"Căn hộ 5* Terra Royal, căn góc lầu 21, 58m2",District 3,58 m² - 2 PN,58 m²,2 PN,58,"5,1 tỷ",5.1,3,5100,"$223,684",87.93,$3.86,thanh pho ho chi minh,vietnam
bán căn hộ 5sao,District 3,58 m² - 2 PN,58 m²,2 PN,58,"5,5 tỷ",5.5,3,5500,"$241,228",94.83,$4.16,thanh pho ho chi minh,vietnam
Căn hộ Saigon Pavillon 2PN 78m2 - Full nôi thất,District 3,78 m² - 2 PN,78 m²,2 PN,78,"6,5 tỷ",6.5,3,6500,"$285,088",83.33,$3.65,thanh pho ho chi minh,vietnam
Chính chủ bán căn hộ Saigon Royal District 4 View Sông,District 4,30 m² - 1 PN,30 m²,1 PN,30,"2,8 tỷ",2.8,3,2800,"$122,807",93.33,$4.09,thanh pho ho chi minh,vietnam
Kẹt tiền bán gấp OT RiverGate District 4 38m2 full NT,District 4,38 m² - 1 PN,38 m²,1 PN,38,"2,45 tỷ",2.45,4,2450,"$107,456",64.47,$2.83,thanh pho ho chi minh,vietnam
"Cần bán Căn hộ Office-tel cao cấp, giá rẻ District 4",District 4,40.3 m² - 1 PN,40.3 m²,1 PN,40,"3,2 tỷ",3.2,3,3200,"$140,351",79.4,$3.48,thanh pho ho chi minh,vietnam
Chung cư cao ốc H2-Hoàng Diệu Q4 1PN,District 4,41 m² - 1 PN,41 m²,1 PN,41,"2,5 tỷ",2.5,3,2500,"$109,649",60.98,$2.67,thanh pho ho chi minh,vietnam
căn hộ Tôn Thất Thuyết 50m² 1PN nhà đầy đủ NT,District 4,50 m² - 1 PN,50 m²,1 PN,50,"2,3 tỷ",2.3,3,2300,"$100,877",46,$2.02,thanh pho ho chi minh,vietnam
Bán Gắp The Gold View 50m² 1 PN đang kẹt Tiền,District 4,50 m² - 1 PN,50 m²,1 PN,50,3 tỷ,3,2,3000,"$131,579",60,$2.63,thanh pho ho chi minh,vietnam
GIÁ CỰC TỐT Bán căn hộ tầng cao Millennium District 4,District 4,56 m² - 1 PN,56 m²,1 PN,56,"3,8 tỷ",3.8,3,3800,"$166,667",67.86,$2.98,thanh pho ho chi minh,vietnam
CHUYỂN NHƯỢNG CĂN HỘ CHUNG CƯ GIÁ RẺ TẠI District 4,District 4,62 m² - 1 PN,62 m²,1 PN,62,3 tỷ,3,2,3000,"$131,579",48.39,$2.12,thanh pho ho chi minh,vietnam
Cần bán căn hộ River Gate 2PN DT 57m2 view sông,District 4,57 m² - 2 PN,57 m²,2 PN,57,"3,98 tỷ",3.98,4,3980,"$174,561",69.82,$3.06,thanh pho ho chi minh,vietnam
"Căn hộ The Gold View cửa hướng Tây Bắc, 2 PN",District 4,65 m² - 2 PN,65 m²,2 PN,65,"3,4 tỷ",3.4,3,3400,"$149,123",52.31,$2.29,thanh pho ho chi minh,vietnam
Kẹt Tiền Bán 2PN-1wc The Gold View,District 4,65 m² - 2 PN,65 m²,2 PN,65,"3,4 tỷ",3.4,3,3400,"$149,123",52.31,$2.29,thanh pho ho chi minh,vietnam
"Căn Hộ 2PN Galaxy 9 65m² 3,65 tỷ, Full NT, Giáp Q1",District 4,65 m² - 2 PN,65 m²,2 PN,65,"3,65 tỷ",3.65,4,3650,"$160,088",56.15,$2.46,thanh pho ho chi minh,vietnam
"Chung cư The Gold View 70m² 2 PN,Lầu 9.",District 4,67 m² - 2 PN,67 m²,2 PN,67,"3,5 tỷ",3.5,3,3500,"$153,509",52.24,$2.29,thanh pho ho chi minh,vietnam
Bán gấp căn hộ galaxy 9 District 4,District 4,67 m² - 2 PN,67 m²,2 PN,67,"3,6 tỷ",3.6,3,3600,"$157,895",53.73,$2.36,thanh pho ho chi minh,vietnam
"3,35 tỷ, 65m2, 2pn 1wc, Gold View, Tầng cao",District 4,68 m² - 2 PN,68 m²,2 PN,68,"3,35 tỷ",3.35,4,3350,"$146,930",49.26,$2.16,thanh pho ho chi minh,vietnam
"Bán căn hộ Galaxy 9 , 68m2 2PN Full Nội Thất 3Tỷ6",District 4,68 m² - 2 PN,68 m²,2 PN,68,"3,6 tỷ",3.6,3,3600,"$157,895",52.94,$2.32,thanh pho ho chi minh,vietnam
Bán căn hộ 2PN 2WC River Gate view sông tầng 20,District 4,74 m² - 2 PN,74 m²,2 PN,74,"4,75 tỷ",4.75,4,4750,"$208,333",64.19,$2.82,thanh pho ho chi minh,vietnam
"Căn hộ Millennium 74m² 2PN VIEW BITEXCO, HỒ BƠI",District 4,74 m² - 2 PN,74 m²,2 PN,74,"5,99 tỷ",5.99,4,5990,"$262,719",80.95,$3.55,thanh pho ho chi minh,vietnam
"Bán căn Khánh Hội 2, diện tích 75m2 , 2pn 2wc , Q4",District 4,75 m² - 2 PN,75 m²,2 PN,75,3 tỷ,3,2,3000,"$131,579",40,$1.75,thanh pho ho chi minh,vietnam
"Khánh Hội 3 75m² 2PN 2WC Bến Vân Đồn, Q4",District 4,75 m² - 2 PN,75 m²,2 PN,75,"3,1 tỷ",3.1,3,3100,"$135,965",41.33,$1.81,thanh pho ho chi minh,vietnam
Căn hộ tẩng 33 River Gate Q.4  74m2. 2PN 2WC B3302,District 4,75 m² - 2 PN,75 m²,2 PN,75,"4,6 tỷ",4.6,3,4600,"$201,754",61.33,$2.69,thanh pho ho chi minh,vietnam
Kẹt tiền bán gấp căn hộ River Gate 2pn2wc 75m2,District 4,75 m² - 2 PN,75 m²,2 PN,75,"4,65 tỷ",4.65,4,4650,"$203,947",62,$2.72,thanh pho ho chi minh,vietnam
"Căn hộ Golview Q4, view siêu đẹp, 80m2 giá 4,3 tỷ",District 4,80 m² - 2 PN,80 m²,2 PN,80,"4,3 tỷ",4.3,3,4300,"$188,596",53.75,$2.36,thanh pho ho chi minh,vietnam
"Căn hiếm! View đẹp, 2PN Full NT Giá rất tốt",District 4,80 m² - 2 PN,80 m²,2 PN,80,"4,3 tỷ",4.3,3,4300,"$188,596",53.75,$2.36,thanh pho ho chi minh,vietnam
Bán Căn 2PN SAIGON ROYAL View Hồ Bơi FULL Nội Thất,District 4,80 m² - 2 PN,80 m²,2 PN,80,"6,6 tỷ",6.6,3,6600,"$289,474",82.5,$3.62,thanh pho ho chi minh,vietnam
"Căn Hộ Xinh 80m2, Ngay TT, View Bitexco, 3,4 tỷ",District 4,80.88 m² - 2 PN,80.88 m²,2 PN,81,"3,4 tỷ",3.4,3,3400,"$149,123",42.04,$1.84,thanh pho ho chi minh,vietnam
"Rổ Hàng Riva Park 1PN 2,8 tỷ; 2PN 3,35t; 3PN 4,5ty",District 4,80.88 m² - 2 PN,80.88 m²,2 PN,81,"3,4 tỷ",3.4,3,3400,"$149,123",42.04,$1.84,thanh pho ho chi minh,vietnam
"Nóng Gold View lầu cao 4ty090, bao thuế phí,Nt đđ",District 4,81 m² - 2 PN,81 m²,2 PN,81,"4,09 tỷ",4.9,3,4900,"$214,912",60.49,$2.65,thanh pho ho chi minh,vietnam
"Căn gold view full nội thất , view nội khu, Q4",District 4,82 m² - 2 PN,82 m²,2 PN,82,"4,2 tỷ",4.2,3,4200,"$184,211",51.22,$2.25,thanh pho ho chi minh,vietnam
Căn Hộ saigon royal- 82m2- View thoáng,District 4,82 m² - 2 PN,82 m²,2 PN,82,"5,6 tỷ",5.6,3,5600,"$245,614",68.29,$3.00,thanh pho ho chi minh,vietnam
"Căn Khánh Hội 2 86m2 2pn2wc căn góc, ban công rộng",District 4,86 m² - 2 PN,86 m²,2 PN,86,"3,25 tỷ",3.25,4,3250,"$142,544",37.79,$1.66,thanh pho ho chi minh,vietnam
"Căn hộ Copac District 4 90m view sát sông SG, sổ hồng",District 4,90 m² - 2 PN,90 m²,2 PN,90,"2,95 tỷ",2.95,4,2950,"$129,386",32.78,$1.44,thanh pho ho chi minh,vietnam
"căn hộ copac square 90m2 ,2pn , nhà thoáng TL",District 4,90 m² - 2 PN,90 m²,2 PN,90,"3,15 tỷ",3.15,4,3150,"$138,158",35,$1.54,thanh pho ho chi minh,vietnam
Bán Gắp Goldview 92m2 giá siêu Hót,District 4,92 m² - 2 PN,92 m²,2 PN,92,"4,4 tỷ",4.4,3,4400,"$192,982",47.83,$2.10,thanh pho ho chi minh,vietnam
Orient Apartment 90m² 3PN căn hộ sang trọng,District 4,90 m² - 3 PN,90 m²,3 PN,90,"3,8 tỷ",3.8,3,3800,"$166,667",42.22,$1.85,thanh pho ho chi minh,vietnam
Bán căn hộ Orient Apartment 90.5m² 3PN,District 4,90.5 m² - 3 PN,90.5 m²,3 PN,91,"3,75 tỷ",3.75,4,3750,"$164,474",41.44,$1.82,thanh pho ho chi minh,vietnam
Bán căn hộ cao cấp River Gate căn góc 95m2 6.2 tỷ,District 4,95 m² - 3 PN,95 m²,3 PN,95,"6,2 tỷ",6.2,3,6200,"$271,930",65.26,$2.86,thanh pho ho chi minh,vietnam
Bán căn hộ River Gate 3PN 2WC 95m2 giá 6.3 tỷ,District 4,95 m² - 3 PN,95 m²,3 PN,95,"6,3 tỷ",6.3,3,6300,"$276,316",66.32,$2.91,thanh pho ho chi minh,vietnam
Khánh Hội 2 100m² 3PN nhà tôi ở nên được giữ gìnOK,District 4,100 m² - 3 PN,100 m²,3 PN,100,"3,55 tỷ",3.55,4,3550,"$155,702",35.5,$1.56,thanh pho ho chi minh,vietnam
"Chung cư H2 Hoàng Diệu 3 PN, District 4",District 4,106 m² - 3 PN,106 m²,3 PN,106,"4,2 tỷ",4.2,3,4200,"$184,211",39.62,$1.74,thanh pho ho chi minh,vietnam
Chủ bán gấp căn hộ 3PN 115m2 chung cư River Gate,District 4,115 m² - 3 PN,115 m²,3 PN,115,"6,5 tỷ",6.5,3,6500,"$285,088",56.52,$2.48,thanh pho ho chi minh,vietnam
Cần bán gấp căn hộ River Gate 115m2 Full nội thất,District 4,115 m² - 3 PN,115 m²,3 PN,115,"6,9 tỷ",6.9,3,6900,"$302,632",60,$2.63,thanh pho ho chi minh,vietnam
Bán căn hộ River Gate 3 Phòng ngủ 115m2 view sông,District 4,115 m² - 3 PN,115 m²,3 PN,115,"7,2 tỷ",7.2,3,7200,"$315,789",62.61,$2.75,thanh pho ho chi minh,vietnam
Penthouse Duplex Masteri Millennium 233m² 4PN,District 4,233 m² - 4 PN,233 m²,4 PN,233,21 tỷ,21,3,21000,"$921,053",90.13,$3.95,thanh pho ho chi minh,vietnam
"Penthouse Millennium District 4,,view triệu đô",District 4,233 m² - 5 PN,233 m²,5 PN,233,"21,5 tỷ",21.5,4,21500,"$942,982",92.27,$4.05,thanh pho ho chi minh,vietnam
"Chung cư lầu 3 SHR mặt tiền Phùng Hưng, P13, Q5",District 5,50 m² - 1 PN,50 m²,1 PN,50,"1,85 tỷ",1.85,4,1850,"$81,140",37,$1.62,thanh pho ho chi minh,vietnam
Căn hộ 1PN 50m2 District 5 Everich Infinity,District 5,50 m² - 1 PN,50 m²,1 PN,50,"3,45 tỷ",3.45,4,3450,"$151,316",69,$3.03,thanh pho ho chi minh,vietnam
"Officetel Everrich Q5, chỉ 3,3 tỷ, 55m2, full NT",District 5,55 m² - 1 PN,55 m²,1 PN,55,"3,3 tỷ",3.3,3,3300,"$144,737",60,$2.63,thanh pho ho chi minh,vietnam
Bán Chung cư Ng.Tri Phương Quận5 64m2 nhỉnh 2tỷ.,District 5,64 m² - 2 PN,64 m²,2 PN,64,"2,4 tỷ",2.4,3,2400,"$105,263",37.5,$1.64,thanh pho ho chi minh,vietnam
Chung cư District 5 70m² 2PN SH chính chủ,District 5,70 m² - 2 PN,70 m²,2 PN,70,3 tỷ,3,2,3000,"$131,579",42.86,$1.88,thanh pho ho chi minh,vietnam
"Bán căn hộ chung cư ngay trung tâm P11, District 5",District 5,74 m² - 2 PN,74 m²,2 PN,74,3 tỷ,3,2,3000,"$131,579",40.54,$1.78,thanh pho ho chi minh,vietnam
"Nhà 2 mặt tiền 76,8 m2 Chung Cư Hùng Vương",District 5,76.8 m² - 2 PN,76.8 m²,2 PN,77,7 tỷ,7,2,7000,"$307,018",91.15,$4.00,thanh pho ho chi minh,vietnam
"Bán nhà Chung Cư An Bình tầng 2 - 80m2 - 1,85 tỷ.",District 5,80 m² - 2 PN,80 m²,2 PN,80,"1,85 tỷ",1.85,4,1850,"$81,140",23.13,$1.01,thanh pho ho chi minh,vietnam
"Bán căn hộ Phúc Thịnh P.1 Q.5,  80m2, 2pn-2wc SHR",District 5,80 m² - 2 PN,80 m²,2 PN,80,"2,8 tỷ",2.8,3,2800,"$122,807",35,$1.54,thanh pho ho chi minh,vietnam
The Everrich Infinity 87m2 2PN 2WC Full nội thất,District 5,87 m² - 2 PN,87 m²,2 PN,87,"6,35 tỷ",6.35,4,6350,"$278,509",72.99,$3.20,thanh pho ho chi minh,vietnam
Căn hộ The Everich Infinity Q5 87m2 2pn 2wc Lầu 12,District 5,87 m² - 2 PN,87 m²,2 PN,87,"6,35 tỷ",6.35,4,6350,"$278,509",72.99,$3.20,thanh pho ho chi minh,vietnam
"Căn Hộ Chung Cư 100 Hùng Vương .. 72m2, 3PN đẹp",District 5,72 m² - 3 PN,72 m²,3 PN,72,"2,8 tỷ",2.8,3,2800,"$122,807",38.89,$1.71,thanh pho ho chi minh,vietnam
Sock: Nhà mặt tiền Nghĩa Thục-District 5- 60m²- 7PN,District 5,60 m² - 7 PN,60 m²,7 PN,60,"8,25 tỷ",8.25,4,8250,"$361,842",137.5,$6.03,thanh pho ho chi minh,vietnam
Căn hộ nhỏ,District 6,35 m² - 1 PN,35 m²,1 PN,35,850 triệu,850,4,850,"$37,281",24.29,$1.07,thanh pho ho chi minh,vietnam
CĂN HỘ SAIGON ASIANA NGAY TRUNG TÂM District 6,District 6,51 m² - 1 PN,51 m²,1 PN,51,"2,5 tỷ",2.5,3,2500,"$109,649",49.02,$2.15,thanh pho ho chi minh,vietnam
"Mua dich kho khan can ban can ho o trung tam q5,q6",District 6,65 m² - 1 PN,65 m²,1 PN,65,"1,7 tỷ",1.7,3,1700,"$74,561",26.15,$1.15,thanh pho ho chi minh,vietnam
BÁN CĂN HỘ CHÍNH CHỦ.,District 6,28 m² - 2 PN,28 m²,2 PN,28,"1,8 tỷ",1.8,3,1800,"$78,947",64.29,$2.82,thanh pho ho chi minh,vietnam
"Căn hộ The Western Capital 45m² 1,240ty-4 mặt tiền",District 6,45 m² - 2 PN,45 m²,2 PN,45,"1,24 tỷ",1.24,4,1240,"$54,386",27.56,$1.21,thanh pho ho chi minh,vietnam
